user_id,amount,category,merchant,country,timestamp
USR_1077,1337.37,Logistics,Global_Corp,Singapore,2026-01-26 00:58:00
USR_1055,3097.15,IT Services,Vendor_Alpha,Singapore,2026-02-09 13:56:00
USR_1091,1564.55,Payroll,Local_Supplies,Germany,2026-01-15 22:18:00
USR_1042,975.71,Procurement,Express_Shipping,Singapore,2026-02-14 06:55:00
USR_1033,1823.37,Consulting,Express_Shipping,Germany,2026-03-20 22:48:00
USR_1083,2893.48,Logistics,Global_Corp,UK,2026-02-08 17:13:00
USR_1018,2573.34,Logistics,Express_Shipping,Singapore,2026-01-29 14:44:00
USR_1043,2935.93,Procurement,Global_Corp,India,2026-03-26 15:50:00
USR_1072,1805.6,Consulting,Global_Corp,Germany,2026-02-26 03:16:00
USR_1015,2525.16,Procurement,Express_Shipping,Brazil,2026-03-03 07:48:00
USR_1067,1137.51,Procurement,Local_Supplies,Singapore,2026-01-08 17:37:00
USR_1058,1437.42,Logistics,Global_Corp,India,2026-02-03 10:28:00
USR_1055,1584.45,IT Services,Local_Supplies,Germany,2026-03-22 04:40:00
USR_1065,2519.89,Payroll,Express_Shipping,Brazil,2026-01-19 11:36:00
USR_1036,1382.82,Payroll,Global_Corp,Germany,2026-02-04 21:26:00
USR_1014,2166.64,IT Services,Express_Shipping,UK,2026-01-07 04:00:00
USR_1046,2596.48,IT Services,Vendor_Alpha,Brazil,2026-03-29 11:44:00
USR_1024,3037.02,IT Services,Global_Corp,Brazil,2026-02-10 03:50:00
USR_1030,2641.57,Procurement,Express_Shipping,Singapore,2026-02-07 03:55:00
USR_1060,2501.33,IT Services,Local_Supplies,UK,2026-01-25 22:48:00
USR_1091,4108.24,IT Services,Local_Supplies,Brazil,2026-03-05 10:40:00
USR_1001,2270.83,Payroll,Express_Shipping,Germany,2026-03-21 09:48:00
USR_1012,864.99,Payroll,Vendor_Alpha,Brazil,2026-03-21 22:37:00
USR_1036,3018.5,Procurement,Express_Shipping,UK,2026-01-29 00:24:00
USR_1091,2569.11,Logistics,Global_Corp,Germany,2026-01-02 13:30:00
USR_1084,3026.87,Consulting,Express_Shipping,Germany,2026-01-06 15:02:00
USR_1039,4401.92,IT Services,Global_Corp,Germany,2026-03-13 10:35:00
USR_1015,3223.96,Logistics,Global_Corp,Singapore,2026-01-26 18:13:00
USR_1063,1927.58,Payroll,Global_Corp,USA,2026-03-24 15:20:00
USR_1032,3732.56,Logistics,Vendor_Alpha,India,2026-01-12 01:55:00
USR_1074,3638.13,Procurement,Express_Shipping,Germany,2026-02-05 19:56:00
USR_1052,1371.02,Logistics,Global_Corp,USA,2026-01-22 02:54:00
USR_1057,2284.37,Logistics,Vendor_Alpha,USA,2026-02-10 15:23:00
USR_1097,3382.46,IT Services,Local_Supplies,India,2026-02-13 18:27:00
USR_1032,1083.53,Consulting,Global_Corp,India,2026-01-22 03:36:00
USR_1083,3350.63,Consulting,Global_Corp,USA,2026-02-01 15:14:00
USR_1078,2892.22,Procurement,Express_Shipping,India,2026-02-24 16:59:00
USR_1045,1650.39,Procurement,Express_Shipping,USA,2026-02-14 19:01:00
USR_1023,1960.71,Consulting,Global_Corp,Germany,2026-01-11 11:06:00
USR_1000,1346.83,Consulting,Local_Supplies,UK,2026-02-22 04:04:00
USR_1054,2886.55,Procurement,Express_Shipping,Singapore,2026-03-23 13:00:00
USR_1025,2524.19,Procurement,Vendor_Alpha,UK,2026-02-17 13:21:00
USR_1052,2828.21,Payroll,Local_Supplies,Brazil,2026-01-06 08:06:00
USR_1051,2633.94,Consulting,Global_Corp,UK,2026-01-30 21:57:00
USR_1003,2128.58,Consulting,Local_Supplies,Germany,2026-01-21 10:07:00
USR_1035,3243.86,Consulting,Express_Shipping,Brazil,2026-02-11 01:44:00
USR_1080,3390.99,Procurement,Vendor_Alpha,India,2026-02-16 10:44:00
USR_1078,2134.95,IT Services,Express_Shipping,Singapore,2026-03-25 22:13:00
USR_1017,2853.02,Procurement,Global_Corp,Germany,2026-01-26 01:02:00
USR_1000,3658.81,Consulting,Local_Supplies,Brazil,2026-03-30 20:40:00
USR_1097,3347.87,IT Services,Global_Corp,USA,2026-01-20 04:23:00
USR_1004,2631.5,Procurement,Vendor_Alpha,UK,2026-03-21 21:47:00
USR_1042,3540.42,IT Services,Express_Shipping,India,2026-02-15 01:28:00
USR_1068,2474.07,IT Services,Global_Corp,India,2026-02-20 01:32:00
USR_1097,2808.02,Consulting,Express_Shipping,UK,2026-03-16 20:33:00
USR_1090,2269.05,Logistics,Global_Corp,Germany,2026-02-17 23:38:00
USR_1004,2210.19,Payroll,Express_Shipping,Germany,2026-01-04 04:55:00
USR_1051,3401.48,Consulting,Global_Corp,India,2026-03-01 19:54:00
USR_1033,2546.57,IT Services,Local_Supplies,Singapore,2026-02-08 15:00:00
USR_1079,1979.81,Consulting,Global_Corp,India,2026-02-01 10:35:00
USR_1033,1593.47,Logistics,Global_Corp,India,2026-03-26 15:52:00
USR_1099,2248.26,Logistics,Local_Supplies,USA,2026-03-23 04:28:00
USR_1083,2870.28,Logistics,Global_Corp,UK,2026-03-10 06:30:00
USR_1042,1484.02,Payroll,Vendor_Alpha,Singapore,2026-01-26 04:11:00
USR_1029,3373.2,Procurement,Global_Corp,Germany,2026-02-10 15:37:00
USR_1071,2016.08,IT Services,Express_Shipping,India,2026-02-02 21:29:00
USR_1006,2102.3,Procurement,Vendor_Alpha,UK,2026-02-13 10:19:00
USR_1064,2610.8,Logistics,Express_Shipping,India,2026-03-19 04:41:00
USR_1037,3364.1,Logistics,Global_Corp,India,2026-03-18 11:11:00
USR_1070,3633.18,IT Services,Global_Corp,Singapore,2026-02-13 00:33:00
USR_1012,1785.45,Payroll,Global_Corp,India,2026-01-31 15:11:00
USR_1014,3278.19,Payroll,Global_Corp,Singapore,2026-03-19 21:04:00
USR_1011,2012.47,Payroll,Global_Corp,India,2026-02-28 00:43:00
USR_1012,3414.38,Payroll,Global_Corp,Germany,2026-01-30 11:01:00
USR_1062,3394.54,Procurement,Global_Corp,USA,2026-02-12 00:55:00
USR_1013,2440.25,Consulting,Express_Shipping,India,2026-02-18 19:18:00
USR_1055,3704.09,Procurement,Express_Shipping,Singapore,2026-02-09 03:43:00
USR_1076,3166.48,Logistics,Local_Supplies,UK,2026-01-20 18:13:00
USR_1072,2003.83,Procurement,Vendor_Alpha,Singapore,2026-01-31 20:07:00
USR_1053,1782.43,Payroll,Local_Supplies,Germany,2026-03-08 23:20:00
USR_1073,3679.75,Logistics,Express_Shipping,Singapore,2026-01-18 11:37:00
USR_1078,2840.39,Logistics,Vendor_Alpha,India,2026-01-14 14:33:00
USR_1027,2702.76,Payroll,Local_Supplies,UK,2026-02-15 04:57:00
USR_1076,750.84,IT Services,Global_Corp,Germany,2026-01-21 14:03:00
USR_1063,3263.15,Payroll,Vendor_Alpha,India,2026-01-01 23:29:00
USR_1065,2838.89,Procurement,Global_Corp,Singapore,2026-02-02 22:19:00
USR_1040,1226.82,Payroll,Local_Supplies,Germany,2026-03-08 00:34:00
USR_1095,2145.32,Logistics,Vendor_Alpha,USA,2026-01-09 12:36:00
USR_1033,3111.53,Consulting,Global_Corp,UK,2026-01-05 11:21:00
USR_1049,3385.59,Logistics,Local_Supplies,Singapore,2026-02-24 11:06:00
USR_1035,2535.92,Consulting,Local_Supplies,Germany,2026-03-24 09:21:00
USR_1000,2978.88,IT Services,Global_Corp,Brazil,2026-01-05 11:44:00
USR_1099,2564.29,IT Services,Local_Supplies,Brazil,2026-02-07 14:17:00
USR_1015,2408.06,Consulting,Vendor_Alpha,Germany,2026-01-11 22:29:00
USR_1026,1694.82,IT Services,Express_Shipping,UK,2026-02-02 08:22:00
USR_1019,3241.94,IT Services,Local_Supplies,India,2026-01-14 21:31:00
USR_1055,3564.7,Procurement,Express_Shipping,India,2026-01-27 08:23:00
USR_1083,1991.88,Procurement,Vendor_Alpha,UK,2026-01-19 16:06:00
USR_1010,1356.38,Payroll,Express_Shipping,Singapore,2026-01-05 11:53:00
USR_1096,3137.39,IT Services,Global_Corp,Germany,2026-01-08 14:55:00
USR_1016,1168.9,Consulting,Vendor_Alpha,USA,2026-03-25 01:11:00
USR_1079,2712.7,Procurement,Global_Corp,Singapore,2026-02-18 19:54:00
USR_1096,3301.04,Payroll,Local_Supplies,Germany,2026-01-26 18:16:00
USR_1065,2340.76,Procurement,Global_Corp,USA,2026-03-10 11:36:00
USR_1016,3207.07,Consulting,Express_Shipping,India,2026-03-02 08:58:00
USR_1016,2980.29,Payroll,Vendor_Alpha,Brazil,2026-03-07 00:24:00
USR_1001,2913.88,Consulting,Global_Corp,Brazil,2026-02-18 21:27:00
USR_1014,1508.18,IT Services,Local_Supplies,Singapore,2026-02-08 07:09:00
USR_1044,3547.43,IT Services,Global_Corp,UK,2026-03-27 05:10:00
USR_1094,2906.2,Payroll,Local_Supplies,India,2026-02-01 03:06:00
USR_1068,2353.11,Payroll,Local_Supplies,UK,2026-02-16 20:50:00
USR_1047,3767.94,Payroll,Global_Corp,India,2026-03-13 12:46:00
USR_1049,2878.3,Logistics,Global_Corp,Brazil,2026-03-09 20:36:00
USR_1014,3326.68,Payroll,Local_Supplies,Brazil,2026-01-11 06:48:00
USR_1048,1450.6,IT Services,Global_Corp,USA,2026-02-22 16:45:00
USR_1020,3322.46,Payroll,Local_Supplies,Brazil,2026-02-17 03:20:00
USR_1036,2642.98,Procurement,Global_Corp,Brazil,2026-03-13 05:34:00
USR_1088,1472.34,Procurement,Local_Supplies,Brazil,2026-01-11 11:40:00
USR_1098,1236.27,IT Services,Global_Corp,Brazil,2026-01-26 20:35:00
USR_1001,2280.75,IT Services,Global_Corp,USA,2026-01-14 17:43:00
USR_1091,2584.6,Payroll,Vendor_Alpha,Singapore,2026-02-02 03:42:00
USR_1049,2465.38,Procurement,Vendor_Alpha,USA,2026-03-28 05:28:00
USR_1022,3234.16,Payroll,Vendor_Alpha,Singapore,2026-01-26 10:36:00
USR_1069,1372.76,Consulting,Global_Corp,India,2026-02-13 02:33:00
USR_1045,1996.95,Payroll,Local_Supplies,Brazil,2026-02-20 03:31:00
USR_1006,3471.44,Logistics,Local_Supplies,India,2026-01-24 23:42:00
USR_1015,2102.3,Procurement,Express_Shipping,UK,2026-02-16 01:55:00
USR_1034,3371.61,Payroll,Global_Corp,Germany,2026-01-11 21:43:00
USR_1096,3591.73,Procurement,Global_Corp,Germany,2026-03-22 15:06:00
USR_1044,1640.21,Payroll,Local_Supplies,Germany,2026-01-18 21:21:00
USR_1078,1361.03,Procurement,Vendor_Alpha,Brazil,2026-02-06 17:44:00
USR_1089,2429.7,Payroll,Vendor_Alpha,USA,2026-02-16 09:31:00
USR_1078,2398.08,Consulting,Vendor_Alpha,USA,2026-02-25 08:39:00
USR_1093,3491.43,Consulting,Global_Corp,USA,2026-03-19 20:19:00
USR_1067,4233.68,Payroll,Global_Corp,Brazil,2026-01-13 16:33:00
USR_1016,1271.91,IT Services,Local_Supplies,Singapore,2026-01-21 07:21:00
USR_1034,1432.59,Logistics,Express_Shipping,India,2026-03-09 23:42:00
USR_1048,3562.62,IT Services,Global_Corp,Germany,2026-02-26 03:48:00
USR_1088,4580.33,Procurement,Express_Shipping,Brazil,2026-01-16 03:27:00
USR_1074,3640.4,IT Services,Global_Corp,Singapore,2026-03-02 16:51:00
USR_1017,1868.61,IT Services,Local_Supplies,Germany,2026-03-21 13:43:00
USR_1018,2200.12,IT Services,Local_Supplies,USA,2026-02-24 02:12:00
USR_1093,3247.28,Consulting,Express_Shipping,Germany,2026-01-09 07:48:00
USR_1033,1867.45,Payroll,Global_Corp,USA,2026-02-01 14:10:00
USR_1067,2588.57,Consulting,Vendor_Alpha,Germany,2026-02-18 12:48:00
USR_1059,3849.68,Logistics,Global_Corp,USA,2026-02-14 12:46:00
USR_1075,2094.93,Logistics,Local_Supplies,USA,2026-03-30 07:45:00
USR_1097,1489.83,Payroll,Express_Shipping,Brazil,2026-01-07 19:25:00
USR_1059,2231.02,Consulting,Global_Corp,USA,2026-03-23 22:40:00
